,Unnamed: 0,tweet_id,user_username,text,created_at,conversation_id,lang,possibly_sensitive,author_id,source,in_reply_to_user_id,user_verified,user_profile_image_url,user_name,user_protected,user_created_at,user_location,user_description,user_url,user_pinned_tweet_id,retweet_count,like_count,quote_count,user_tweet_count,user_list_count,user_followers_count,user_following_count,sourcetweet_type,sourcetweet_id,sourcetweet_text,Code,sourcetweet_lang,sourcetweet_author_id,Self-organization,SO code,Building community,BC code,Broadening the counterpublic,BtC code,Creating change in math,CCM code,SJEDI,SJEDI code,CODER,all codes,User Name,Display Name,In JMM 2020 Program?,In JMM 2021 Program,Too anonymous to determine,Organization
79,296,1.21856E+18,sbagley,Whiteness (privilege) distinguishes itself by claiming to be undistinguished. What's a mathematical object that acts like this? #disruptJMM #JMM2020 @JointMath,2020-01-18T15:45:20.000Z,1.21856E+18,en,FALSE,22891502,Twitter for Android,22891502,FALSE,https://pbs.twimg.com/profile_images/1164918681106673665/Q4vMIIwV_normal.jpg,Dr Spencer Bagley 🎃🍂🏳️‍🌈,FALSE,2009-03-05T06:46:59.000Z,"Salt Lake City, UT","Westminster College | MAA Project NExT | OUTinSTEM | Math, believing women, politics, sports, knitting. Trans equity now. Black lives matter. He/him.",https://t.co/wlGzdugP0O,7.59291E+17,0,6,1,45619,36,2328,442,NA,NA,NA,,NA,NA,0,,0,,1,influencers; hashtags,0,,1,power,RR,hashtags;influencers;power,sbagley,Dr Spencer Bagley 🎃🍂🏳️‍🌈,TRUE,FALSE,FALSE,FALSE
80,297,1.21856E+18,sbagley,A lot more overlaps with the @amermathsoc panel on ethics. #JMM2020 #DisruptJMM @JointMath https://t.co/Q0QHOghh6M,2020-01-18T15:42:12.000Z,1.21856E+18,en,FALSE,22891502,Twitter for Android,22891502,FALSE,https://pbs.twimg.com/profile_images/1164918681106673665/Q4vMIIwV_normal.jpg,Dr Spencer Bagley 🎃🍂🏳️‍🌈,FALSE,2009-03-05T06:46:59.000Z,"Salt Lake City, UT","Westminster College | MAA Project NExT | OUTinSTEM | Math, believing women, politics, sports, knitting. Trans equity now. Black lives matter. He/him.",https://t.co/wlGzdugP0O,7.59291E+17,0,4,0,45619,36,2328,442,NA,NA,NA,,NA,NA,1,amplification,1,talk support,1,influencers; hashtags,1,humanize,0,,JH,amplification;hashtags;humanize;influencers;talk support,sbagley,Dr Spencer Bagley 🎃🍂🏳️‍🌈,TRUE,FALSE,FALSE,FALSE
81,301,1.21856E+18,sbagley,You should just think a lot about this entire slide. #DisruptJMM @JointMath #JMM2020 https://t.co/PdzVZg9qhr,2020-01-18T15:37:55.000Z,1.21856E+18,en,FALSE,22891502,Twitter for Android,22891502,FALSE,https://pbs.twimg.com/profile_images/1164918681106673665/Q4vMIIwV_normal.jpg,Dr Spencer Bagley 🎃🍂🏳️‍🌈,FALSE,2009-03-05T06:46:59.000Z,"Salt Lake City, UT","Westminster College | MAA Project NExT | OUTinSTEM | Math, believing women, politics, sports, knitting. Trans equity now. Black lives matter. He/him.",https://t.co/wlGzdugP0O,7.59291E+17,1,5,0,45619,36,2328,442,NA,NA,NA,,NA,NA,1,amplification,1,talk support,1,hashtags; influencers,1,math practice; humanize,0,,DL,amplification;hashtags;humanize;influencers;math practice;talk support,sbagley,Dr Spencer Bagley 🎃🍂🏳️‍🌈,TRUE,FALSE,FALSE,FALSE
82,302,1.21856E+18,sbagley,The stereotype of a mathematician is lawful neutral. BK identifies as chaotic good. #DisruptJMM,2020-01-18T15:35:20.000Z,1.21856E+18,en,FALSE,22891502,Twitter for Android,22891502,FALSE,https://pbs.twimg.com/profile_images/1164918681106673665/Q4vMIIwV_normal.jpg,Dr Spencer Bagley 🎃🍂🏳️‍🌈,FALSE,2009-03-05T06:46:59.000Z,"Salt Lake City, UT","Westminster College | MAA Project NExT | OUTinSTEM | Math, believing women, politics, sports, knitting. Trans equity now. Black lives matter. He/him.",https://t.co/wlGzdugP0O,7.59291E+17,3,12,1,45619,36,2328,442,NA,NA,NA,,NA,NA,1,amplification,0,,0,,1,humanize,0,,RR,amplification;humanize,sbagley,Dr Spencer Bagley 🎃🍂🏳️‍🌈,TRUE,FALSE,FALSE,FALSE
83,303,1.21856E+18,sbagley,"Full house for @thewordninja_bk's talk ""Mathematics is Not Neutral"" #DisruptJMM @JointMath #JMM2020 https://t.co/0zYCKaSu5E",2020-01-18T15:30:37.000Z,1.21856E+18,en,FALSE,22891502,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1164918681106673665/Q4vMIIwV_normal.jpg,Dr Spencer Bagley 🎃🍂🏳️‍🌈,FALSE,2009-03-05T06:46:59.000Z,"Salt Lake City, UT","Westminster College | MAA Project NExT | OUTinSTEM | Math, believing women, politics, sports, knitting. Trans equity now. Black lives matter. He/him.",https://t.co/wlGzdugP0O,7.59291E+17,5,38,2,45619,36,2328,442,NA,NA,NA,,NA,NA,0,,1,talk support,1,hashtags; influencers,1,humanize,0,,JH,hashtags;humanize;influencers;talk support,sbagley,Dr Spencer Bagley 🎃🍂🏳️‍🌈,TRUE,FALSE,FALSE,FALSE
84,315,1.21854E+18,MBarany,"Harassment in mathematics is harmful for current and would-be mathematicians and also (though less important than the people harmed), as @WanderingPoint makes clear, directly harmful to mathematics itself #DisruptJMM #JMM2020 https://t.co/kZa7uBSfgK",2020-01-18T14:40:08.000Z,1.21854E+18,en,FALSE,634560196,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1263961820227866625/kcnfs_xd_normal.jpg,Michael J Barany,FALSE,2012-07-13T13:00:24.000Z,"Texts, Contexts","Historical and cultural theories about math and science theories. Fields Medal killjoy. @UoE_STIS by day, @MathHistFacts by night.",https://t.co/g30gftmxO3,7.74089E+17,5,24,0,20410,74,3782,1081,quoted,1.21854E+18,Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s https://t.co/DdGBGsLBKe,"harrassment, supporting others",en,2932698781,1,amplification,1,talk support,1,hashtags,1,humanize,1,gender,DL,amplification;gender;hashtags;humanize;talk support,MBarany,Michael J Barany,FALSE,FALSE,FALSE,FALSE
85,318,1.21854E+18,DrBKirkpatrick,@sbagley :-)  #DisruptJMM  I'll be thinking of you all.,2020-01-18T14:27:19.000Z,1.21818E+18,en,FALSE,9.03973E+17,Twitter Web App,22891502,FALSE,https://pbs.twimg.com/profile_images/1374001832410767362/7cVeFiuU_normal.jpg,Brent Kirkpatrick,FALSE,2017-09-02T13:27:03.000Z,"Dillon, MT","Cybersecurity Expert, Founder of Intrepid Net Computing, Computational Biology Researcher, former Computer Science Professor, Big Data, AI, Algorithms",https://t.co/jO9zwQYzLM,1.40307E+18,0,3,0,5164,27,3805,4760,NA,NA,NA,,NA,NA,0,,1,conversation,0,,0,,0,,RR,conversation,DrBKirkpatrick,Brent Kirkpatrick,FALSE,FALSE,FALSE,FALSE
86,319,1.21854E+18,WanderingPoint,Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s https://t.co/DdGBGsLBKe,2020-01-18T14:25:01.000Z,1.21854E+18,en,FALSE,2932698781,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/574748429361922048/bfEubWru_normal.png,Dr. Wandering Point,FALSE,2014-12-16T19:22:06.000Z,NA,"Mathematician, feminist, hot sauce lover, olive hater. Come at me, bro. (she / her)",,7.86765E+17,96,215,28,7245,46,2587,360,quoted,1.21833E+18,I hope someone with a better memory will tweet what she said,,en,3308531970,1,amplification,1,emotional support,0,,1,jmm experience,1,gender; indigenous; advocacy; representation,JH,advocacy;amplification;emotional support;gender;indigenous;jmm experience;representation,WanderingPoint,Dr. Wandering Point,FALSE,FALSE,TRUE,FALSE
87,325,1.21842E+18,pwr2dppl,@BikeMath There's always next year! #DisruptJMM #DisruptMath,2020-01-18T06:37:22.000Z,1.21839E+18,en,FALSE,3308531970,Twitter for Android,130741063,FALSE,https://pbs.twimg.com/profile_images/1026615205332021248/L4debxu1_normal.jpg,DR. ABOLISH THE POLICE,FALSE,2015-08-07T08:21:21.000Z,Toronto,"1312 BLM MMIW; Make Euler Weep Again
students! steal the means of education! (she/they)",https://t.co/LfP2F61ncT,1.43323E+18,0,3,0,30431,42,3326,571,NA,NA,NA,,NA,NA,1,strategic planning,1,conversation,0,,0,,0,,DL,conversation;strategic planning,pwr2dppl,DR. ABOLISH THE POLICE,FALSE,FALSE,TRUE,FALSE
88,330,1.21842E+18,sbagley,#DisruptJMM with this talk tomorrow!! https://t.co/mGRGGOM4Ta,2020-01-18T06:15:59.000Z,1.21842E+18,en,FALSE,22891502,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1164918681106673665/Q4vMIIwV_normal.jpg,Dr Spencer Bagley 🎃🍂🏳️‍🌈,FALSE,2009-03-05T06:46:59.000Z,"Salt Lake City, UT","Westminster College | MAA Project NExT | OUTinSTEM | Math, believing women, politics, sports, knitting. Trans equity now. Black lives matter. He/him.",https://t.co/wlGzdugP0O,7.59291E+17,1,7,0,45619,36,2328,442,quoted,1.21841E+18,"Mathematics is not a neutral worldview, and some of the common aspects of our disciplinary epistemologies hinder
justice and rehumanizing efforts or actively support problematic systems. However, the power of these worldviews and epistemologies makes these issues hard to see",,en,1693739557,1,amplification,1,talk support,0,,1,humanize,1,power,RR,amplification;humanize;power;talk support,sbagley,Dr Spencer Bagley 🎃🍂🏳️‍🌈,TRUE,FALSE,FALSE,FALSE
89,331,1.21841E+18,CKalinecCraig,LOVE the #DisruptJMM tag! Math is not ever neutral! https://t.co/OdIl8a5umq,2020-01-18T05:31:37.000Z,1.21841E+18,en,FALSE,7.50758E+17,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/957815217420996608/_VmNEFoc_normal.jpg,Crystal KalinecCraig,FALSE,2016-07-06T18:27:45.000Z,"Texas, USA","Math (teacher) educator (she/her/they) Seeks ways to dismantle issues of inequity & seek justice. if you got a cat meme, then you best send it along this way.",https://t.co/DKGzmvZOZp,1.43863E+18,2,17,0,1819,12,939,979,quoted,1.21799E+18,"The SECOND #DisruptJMM slide from @mathprofcarrie
: Math is not neutral

The more there are, the more comfortable I feel in the room ❤️ https://t.co/aiqqvg6SGp",,en,7.65205E+17,1,amplification,1,thankful,0,,1,humanize,0,,JH,amplification;humanize;thankful,CKalinecCraig,Crystal KalinecCraig,FALSE,FALSE,FALSE,FALSE
90,332,1.21841E+18,sbagley,#DisruptJMM https://t.co/79MUOpcfLj,2020-01-18T05:29:46.000Z,1.21841E+18,und,FALSE,22891502,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1164918681106673665/Q4vMIIwV_normal.jpg,Dr Spencer Bagley 🎃🍂🏳️‍🌈,FALSE,2009-03-05T06:46:59.000Z,"Salt Lake City, UT","Westminster College | MAA Project NExT | OUTinSTEM | Math, believing women, politics, sports, knitting. Trans equity now. Black lives matter. He/him.",https://t.co/wlGzdugP0O,7.59291E+17,1,9,0,45619,36,2328,442,quoted,1.21839E+18,"""The preprint by Paik and Rivin is a cynical attempt to use the Thompson kerfuffle to advertise the tired trope of the second-rate mathematician being the one to advocate for greater diversity in mathematics. It’s a sad refrain that has a long history in mathematics."" https://t.co/EbwVr5JhWn",,en,9.69877E+17,1,amplification,0,,0,,0,,1,representation,DL,amplification;representation,sbagley,Dr Spencer Bagley 🎃🍂🏳️‍🌈,TRUE,FALSE,FALSE,FALSE
91,333,1.21839E+18,BikeMath,I’m disappointed that #DisruptJMM became a thing *after* I stopped attending.,2020-01-18T04:43:56.000Z,1.21839E+18,en,FALSE,130741063,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1109971489242046464/trsI54Qk_normal.jpg,Semi-Provologne,FALSE,2010-04-08T04:52:08.000Z,"Las Vegas, NV","Applied Mathematician, Cyclist, and Veteran — Politically somewhere between Star Trek and Springsteen. (he/him/his)",https://t.co/3pcMs8Vpfo,7.5478E+17,0,4,0,10247,11,466,836,NA,NA,NA,,NA,NA,0,,1,emotional support,0,,1,futures,0,,RR,emotional support;futures,BikeMath,Semi-Provologne,FALSE,FALSE,TRUE,FALSE
92,334,1.21839E+18,mathprofcarrie,Okay - talk done and sent to organizer. Now I can continue to #DisruptJMM,2020-01-18T04:21:59.000Z,1.21837E+18,en,FALSE,31611970,Twitter Web App,31611970,FALSE,https://pbs.twimg.com/profile_images/1084260396016586753/s2Yrn1yl_normal.jpg,Dr. Diaz Eaton - up to #GoodTrouble,FALSE,2009-04-16T02:40:38.000Z,Wabanaki lands (aka Maine USA),"🌈Latina/x neurodivergent prof #modeling #computation at SLAC, researcher #evolution #ecology #networks #SocialSystems #equity and #highered Tweets my own.",https://t.co/QL28nlTvn2,1.42485E+18,0,13,0,17401,129,3097,2423,NA,NA,NA,,NA,NA,0,,1,talk support; BC impact,0,,0,,0,,JH,BC impact;talk support,mathprofcarrie,Dr. Diaz Eaton - up to #GoodTrouble,TRUE,FALSE,FALSE,FALSE
93,335,1.21838E+18,mathprofcarrie,This is for those that aren't here as much as the ones that are here. #disruptJMM https://t.co/bhhfE382Dp,2020-01-18T03:48:29.000Z,1.21838E+18,en,FALSE,31611970,Twitter Web App,NA,FALSE,https://pbs.twimg.com/profile_images/1084260396016586753/s2Yrn1yl_normal.jpg,Dr. Diaz Eaton - up to #GoodTrouble,FALSE,2009-04-16T02:40:38.000Z,Wabanaki lands (aka Maine USA),"🌈Latina/x neurodivergent prof #modeling #computation at SLAC, researcher #evolution #ecology #networks #SocialSystems #equity and #highered Tweets my own.",https://t.co/QL28nlTvn2,1.42485E+18,6,22,0,17401,129,3097,2423,quoted,1.21837E+18,"Wish we did #DisruptJMM before I quit. Maybe I would still be in academia.

You're amazing, people. 💪✊",,en,305650666,1,strategic planning,0,,0,,1,allyship in math; math experience,0,,DL,allyship in math;math experience;strategic planning,mathprofcarrie,Dr. Diaz Eaton - up to #GoodTrouble,TRUE,FALSE,FALSE,FALSE
94,339,1.21837E+18,evainfeld,"Wish we did #DisruptJMM before I quit. Maybe I would still be in academia.

You're amazing, people. 💪✊",2020-01-18T03:24:08.000Z,1.21837E+18,en,FALSE,305650666,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1329158327616507904/iigJhgE__normal.jpg,Eva,FALSE,2011-05-26T15:34:36.000Z,"Montréal, Québec","(Dr.) Mathematician, change agent, explorer, brainstormer.",https://t.co/kb6G25dgLT,NA,1,16,1,3675,46,1890,249,NA,NA,NA,,NA,NA,0,,1,thankful; emotional support,0,,1,futures,0,,RR,emotional support;futures;thankful,evainfeld,Eva,FALSE,FALSE,TRUE,FALSE
95,341,1.21837E+18,mathprofcarrie,"Interestingly, there's also research suggesting a similar phenomenon with TAs who engage in Prof Dev around teaching (bio community data - blanking on the paper). But we all thought being interested in teaching would distract you. Turns out it's the same with JEDI. #DisruptJMM https://t.co/Y7luSfhWqU",2020-01-18T03:17:01.000Z,1.21837E+18,en,FALSE,31611970,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1084260396016586753/s2Yrn1yl_normal.jpg,Dr. Diaz Eaton - up to #GoodTrouble,FALSE,2009-04-16T02:40:38.000Z,Wabanaki lands (aka Maine USA),"🌈Latina/x neurodivergent prof #modeling #computation at SLAC, researcher #evolution #ecology #networks #SocialSystems #equity and #highered Tweets my own.",https://t.co/QL28nlTvn2,1.42485E+18,1,7,0,17401,129,3097,2423,quoted,1.21837E+18,"Analysis of letter analysis by @lpachter ""Restricting the analysis to full professors less than 36 years post-Ph.D. tells a completely different story to the one Paik and Rivin peddle. 1/2 https://t.co/Gsysqdnz1v",,en,31611970,1,amplification,0,,0,,0,,1,representation,JH,amplification;representation,mathprofcarrie,Dr. Diaz Eaton - up to #GoodTrouble,TRUE,FALSE,FALSE,FALSE
96,351,1.21835E+18,belladoesmath,My PhD advisor took 1/4 of her time acknowledging native lands and discussing sexual harassment in mathematics. It was everything. #DisruptJMM,2020-01-18T02:07:52.000Z,1.21835E+18,en,FALSE,493380243,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1301362543672340480/2Yzzk9mp_normal.jpg,Dr. Bella,FALSE,2012-02-15T18:55:37.000Z,United States,number theory. Project NExT Brown ‘20. she/her.,,NA,7,75,0,586,4,190,144,NA,NA,NA,,NA,NA,0,,1,talk support; thankful,0,,0,,1,indigenous; gender,DL,gender;indigenous;talk support;thankful,belladoesmath,Dr. Bella,FALSE,FALSE,TRUE,FALSE
97,353,1.21834E+18,mathprofcarrie,Haimo award presentation cites bell hooks #DisruptJMM https://t.co/8qkUBWuzo6,2020-01-18T01:11:27.000Z,1.21834E+18,en,FALSE,31611970,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1084260396016586753/s2Yrn1yl_normal.jpg,Dr. Diaz Eaton - up to #GoodTrouble,FALSE,2009-04-16T02:40:38.000Z,Wabanaki lands (aka Maine USA),"🌈Latina/x neurodivergent prof #modeling #computation at SLAC, researcher #evolution #ecology #networks #SocialSystems #equity and #highered Tweets my own.",https://t.co/QL28nlTvn2,1.42485E+18,2,21,0,17401,129,3097,2423,NA,NA,NA,,NA,NA,1,amplification,1,talk support,0,,0,,1,bipoc; power,RR,amplification;bipoc;power;talk support,mathprofcarrie,Dr. Diaz Eaton - up to #GoodTrouble,TRUE,FALSE,FALSE,FALSE
98,356,1.21833E+18,pwr2dppl,#DisruptJMM statement ❤️❤️❤️ https://t.co/mBMvOh5Jil,2020-01-18T00:37:53.000Z,1.21833E+18,en,FALSE,3308531970,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1026615205332021248/L4debxu1_normal.jpg,DR. ABOLISH THE POLICE,FALSE,2015-08-07T08:21:21.000Z,Toronto,"1312 BLM MMIW; Make Euler Weep Again
students! steal the means of education! (she/they)",https://t.co/LfP2F61ncT,1.43323E+18,1,17,0,30431,42,3326,571,NA,NA,NA,,NA,NA,1,amplification,1,talk support,0,,0,,0,,JH,amplification;talk support,pwr2dppl,DR. ABOLISH THE POLICE,FALSE,FALSE,TRUE,FALSE
99,357,1.21833E+18,pwr2dppl,Omg @WanderingPoint 🔥🔥🔥😭😭😭 #DisruptJMM I was so happy she acknowledged the overthrow of Hawaii and then she brought me to tears talking about sexual harassment in math,2020-01-18T00:36:42.000Z,1.21833E+18,en,FALSE,3308531970,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1026615205332021248/L4debxu1_normal.jpg,DR. ABOLISH THE POLICE,FALSE,2015-08-07T08:21:21.000Z,Toronto,"1312 BLM MMIW; Make Euler Weep Again
students! steal the means of education! (she/they)",https://t.co/LfP2F61ncT,1.43323E+18,1,42,0,30431,42,3326,571,NA,NA,NA,,NA,NA,0,,1,talk support; thankful,0,,0,,1,indigenous; gender,DL,gender;indigenous;talk support;thankful,pwr2dppl,DR. ABOLISH THE POLICE,FALSE,FALSE,TRUE,FALSE
100,358,1.21833E+18,sbagley,I'm at the bar at Wynkoop if anyone wants to join! #DisruptJMM,2020-01-18T00:26:48.000Z,1.21833E+18,en,FALSE,22891502,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1164918681106673665/Q4vMIIwV_normal.jpg,Dr Spencer Bagley 🎃🍂🏳️‍🌈,FALSE,2009-03-05T06:46:59.000Z,"Salt Lake City, UT","Westminster College | MAA Project NExT | OUTinSTEM | Math, believing women, politics, sports, knitting. Trans equity now. Black lives matter. He/him.",https://t.co/wlGzdugP0O,7.59291E+17,0,5,0,45619,36,2328,442,NA,NA,NA,,NA,NA,0,,1,BC impact; belonging,0,,0,,0,,RR,BC impact;belonging,sbagley,Dr Spencer Bagley 🎃🍂🏳️‍🌈,TRUE,FALSE,FALSE,FALSE
101,379,1.2183E+18,VictorPiercey1,"The New School on NYC has a ""curriculum disruption week""! #JMM2020 #DisruptJMM",2020-01-17T22:26:28.000Z,1.2183E+18,en,FALSE,1451206226,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1071108579497791494/E-KCtUCn_normal.jpg,Victor Piercey,FALSE,2013-05-23T11:19:31.000Z,"Big Rapids, MI",#GeneralEducation Director and Professor of #Mathematics at @FerrisState.  My tweets are my own.,,NA,0,5,0,5361,23,879,1368,NA,NA,NA,,NA,NA,0,,0,,1,disrupteverything,0,,0,,JH,disrupteverything,VictorPiercey1,Victor Piercey,TRUE,FALSE,FALSE,FALSE
102,380,1.2183E+18,monsoon0,@gitanjalivi This doesn’t seem to be common in the USA. This point was brought home to me in a talk given by @LoboWithACause @JointMath earlier this week. I felt strongly that something needed to be done to acknowledge the #DisruptJMM issues he brought up...,2020-01-17T22:23:46.000Z,1.21826E+18,en,FALSE,171782897,TweetDeck,171782897,FALSE,https://pbs.twimg.com/profile_images/516087944575062018/8rH7VLzE_normal.png,Nalini Joshi,FALSE,2010-07-28T04:25:08.000Z,"Sydney, Australia","mathematician, wife, mother, Professor, addicted to math",http://t.co/JilATFWcQA,1.46725E+17,0,4,0,27249,393,13012,659,NA,NA,NA,,NA,NA,0,,1,BC impact; conversation,0,,0,,1,indigenous,DL,BC impact;conversation;indigenous,monsoon0,Nalini Joshi,TRUE,FALSE,FALSE,FALSE
103,387,1.21829E+18,monsoon0,"What do you do when the speaker after you mentions references about objects you’ve worked on all your career, and pointedly fails to include the *book* you wrote, which is in the AMS Bookstall *downstairs* #disruptJMM #JMM2020 https://t.co/JCyrglTKXZ",2020-01-17T21:38:19.000Z,1.21829E+18,en,FALSE,171782897,TweetDeck,NA,FALSE,https://pbs.twimg.com/profile_images/516087944575062018/8rH7VLzE_normal.png,Nalini Joshi,FALSE,2010-07-28T04:25:08.000Z,"Sydney, Australia","mathematician, wife, mother, Professor, addicted to math",http://t.co/JilATFWcQA,1.46725E+17,10,47,1,27249,393,13012,659,NA,NA,NA,,NA,NA,0,,1,emotional support,0,,1,jmm experience,0,,RR,emotional support;jmm experience,monsoon0,Nalini Joshi,TRUE,FALSE,FALSE,FALSE
104,388,1.21829E+18,sbagley,The poster in question. Notes that the drugs are expensive; what can we do about that? @amermathsoc @JointMath #DisruptJMM #JMM2020 https://t.co/NwkBgOSBKM,2020-01-17T21:35:19.000Z,1.21822E+18,en,FALSE,22891502,Twitter for Android,22891502,FALSE,https://pbs.twimg.com/profile_images/1164918681106673665/Q4vMIIwV_normal.jpg,Dr Spencer Bagley 🎃🍂🏳️‍🌈,FALSE,2009-03-05T06:46:59.000Z,"Salt Lake City, UT","Westminster College | MAA Project NExT | OUTinSTEM | Math, believing women, politics, sports, knitting. Trans equity now. Black lives matter. He/him.",https://t.co/wlGzdugP0O,7.59291E+17,1,2,0,45619,36,2328,442,NA,NA,NA,,NA,NA,0,,0,,1,hashtags; influencers,0,,1,economic,JH,economic;hashtags;influencers,sbagley,Dr Spencer Bagley 🎃🍂🏳️‍🌈,TRUE,FALSE,FALSE,FALSE
105,410,1.21826E+18,monsoon0,So I hope my acknowledgment is appropriate #DisruptJMM #JMM2020 https://t.co/HX05YUahvw,2020-01-17T19:46:45.000Z,1.21826E+18,en,FALSE,171782897,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/516087944575062018/8rH7VLzE_normal.png,Nalini Joshi,FALSE,2010-07-28T04:25:08.000Z,"Sydney, Australia","mathematician, wife, mother, Professor, addicted to math",http://t.co/JilATFWcQA,1.46725E+17,4,32,1,27249,393,13012,659,NA,NA,NA,,NA,NA,0,,1,talk support,1,hashtags,0,,1,indigenous; learning,DL,hashtags;indigenous;learning;talk support,monsoon0,Nalini Joshi,TRUE,FALSE,FALSE,FALSE
106,412,1.21825E+18,BenisConsumer,@BresockCalculus What’s #DisruptJMM ?,2020-01-17T19:25:47.000Z,1.21825E+18,en,FALSE,1.09293E+18,Twitter for iPhone,1.08228E+18,FALSE,https://pbs.twimg.com/profile_images/1214712581715320832/OuOW8UIV_normal.jpg,Benis Cool,FALSE,2019-02-05T23:26:30.000Z,United States,🐣☢ Δ𝐧𝔸𝔯℃нσ-т𝐑卂Ň𝓢𝐇υＭÃŇƗ𝐬ᵐ ♟😳 all options are someone else’s._____ pronouns: 🍆👊💦,,1.21749E+18,0,0,0,397,0,9,103,NA,NA,NA,,NA,NA,1,activation,0,,0,,0,,0,,RR,activation,BenisConsumer,Benis Cool,FALSE,FALSE,FALSE,FALSE
107,416,1.21825E+18,BresockCalculus,"My day:

-Teach calculus for 50 minutes
-Spend the next 10 mins following everyone with #DisruptJMM tweets

Repeat x4",2020-01-17T18:58:12.000Z,1.21825E+18,en,FALSE,1.08228E+18,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1342100079440764929/SuGRAfwb_normal.jpg,Krista Kay Bresock,FALSE,2019-01-07T14:09:26.000Z,"Fairmont, WV","she/her — sober in academia (7/8/13) — teaching instructor & PhD candidate in math — ❤️WV❤️ — oh, and cats",,1.16594E+18,1,13,0,6711,16,1844,1784,NA,NA,NA,,NA,NA,0,,1,BC impact,0,,0,,0,,JH,BC impact,BresockCalculus,Krista Kay Bresock,FALSE,FALSE,FALSE,FALSE
108,419,1.21824E+18,pwr2dppl,"At #JMM2020 people think I'm wearing a math shirt

#kukiaimauna 
#DisruptJMM 
#HawaiianMath https://t.co/zXLWtpdyVl",2020-01-17T18:43:23.000Z,1.21824E+18,en,FALSE,3308531970,Twitter for Android,NA,FALSE,https://pbs.twimg.com/profile_images/1026615205332021248/L4debxu1_normal.jpg,DR. ABOLISH THE POLICE,FALSE,2015-08-07T08:21:21.000Z,Toronto,"1312 BLM MMIW; Make Euler Weep Again
students! steal the means of education! (she/they)",https://t.co/LfP2F61ncT,1.43323E+18,6,32,0,30431,42,3326,571,NA,NA,NA,,NA,NA,0,,1,BC impact,1,hashtags,0,,1,indigenous,DL,BC impact;hashtags;indigenous,pwr2dppl,DR. ABOLISH THE POLICE,FALSE,FALSE,TRUE,FALSE
109,425,1.21823E+18,belladoesmath,Patrick Ingram started his (amazing) talk by asking the audience to go to https://t.co/thGCZ42BRh to see who’s land we live on. #disruptjmm,2020-01-17T18:02:16.000Z,1.21823E+18,en,FALSE,493380243,Twitter for iPhone,NA,FALSE,https://pbs.twimg.com/profile_images/1301362543672340480/2Yzzk9mp_normal.jpg,Dr. Bella,FALSE,2012-02-15T18:55:37.000Z,United States,number theory. Project NExT Brown ‘20. she/her.,,NA,4,12,0,586,4,190,144,NA,NA,NA,,NA,NA,1,amplification,1,talk support,0,,0,,1,indigenous,RR,amplification;indigenous;talk support,belladoesmath,Dr. Bella,FALSE,FALSE,TRUE,FALSE
110,426,1.21823E+18,sbagley,"Note to me: look for @nancyekress's work in the MTEP proceedings. https://t.co/9FH6LqtP7K
#DisruptJMM #JMM2020 @JointMath",2020-01-17T18:00:43.000Z,1.21823E+18,en,FALSE,22891502,Twitter for Android,22891502,FALSE,https://pbs.twimg.com/profile_images/1164918681106673665/Q4vMIIwV_normal.jpg,Dr Spencer Bagley 🎃🍂🏳️‍🌈,FALSE,2009-03-05T06:46:59.000Z,"Salt Lake City, UT","Westminster College | MAA Project NExT | OUTinSTEM | Math, believing women, politics, sports, knitting. Trans equity now. Black lives matter. He/him.",https://t.co/wlGzdugP0O,7.59291E+17,2,4,0,45619,36,2328,442,NA,NA,NA,,NA,NA,0,,1,BC impact,1,influencers; hashtags,0,,0,,JH,BC impact;hashtags;influencers,sbagley,Dr Spencer Bagley 🎃🍂🏳️‍🌈,TRUE,FALSE,FALSE,FALSE
