,tweet_id,sourcetweet_id,text,Self-organization,Building community,Broadening the counterpublic,Creating change in math,SJEDI,bipoc,gender,lgbtq,talk support,amplification,influencers,representation,thankful,emotional support,BC impact,SO impact,hashtags,indigenous,advocacy,CC impact,SJEDI impact,belonging,learning,virtual participation,power,math practice,strategic planning,conversation,humanize,allyship in math,math experience,jmm experience,futures,disrupteverything,economic,activation,current events,celebration,troll,beyond,Pre JMM 2020,JMM 2020,Inter JMM,JMM 2021,Post JMMs
246,1267543651061829640,1267532111885541376,organizations of #Math have #power to help move us away from the #myth that #math is neutral. @timchartier @swirlgirl31415 @pwr2dppl @thewordninja_bk @mathyawp @AmstatNews @maanow @amermathsoc #MTBoS #iteachmath #disruptJMM https://t.co/GoutzK1eHH,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
247,1266453734424535041,1259231164859965440,I got the job! I am delighted to be joining the team at SCS Noonan Scholars to teach through their summer academy. #disruptJMM #disruptmath https://t.co/H17PuqicAR,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
249,1236936435082629120,1236911337487446016,"@CecileMichaut @Laelia_Ve @arretsurimages @realUNIVfrance Cet hiver, des mathématiciennes ont fait entendre leur voix au congrès annuel de la Soc mathématique américaine, avec le mot d'ordre #DisruptJMM - au menu de leurs communication, en plus des maths,  minorités, territoires spoliés, conditions de travail. Juste retour à l'envoyeur.",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
250,1236410759992745984,1236399942681444353,#disruptMath #disruptMASON #disruptJMM #disruptMathfest https://t.co/jZoAIr9M76,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
251,1233462127710441472,1233405094902657024,@blviray @mathillustrated @pwr2dppl @WanderingPoint @FedericoArdila Wow - so amazing!!!! So brave!  Thank you for continuing the #disruptJMM and #disruptMath movement!,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
252,1233405094902657024,1233239181507231744,Thanks to @pwr2dppl @WanderingPoint and the many others participating in #DisruptJMM that inspired me to do it! And also to @FedericoArdila and his students for the idea of #MakeSpaceTakeSpace which helped me frame it. https://t.co/5g7TX7eQWj,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
253,1231205967083311105,1231196492708433922,mathematics is not colorblind ... pass it on #disruptmath #disruptJMM https://t.co/XH0gjr9SO1,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
255,1226239321176494086,1217183019607289856,"“The #future of #mathematics depends on continuing to face the challenges within our professional community, embedded as we are in a world still unable to fully face the deep injustices due to our #racist history.” - Michael Pearson #equity #socialjustice #iteachmath #disruptJMM https://t.co/8hOLUsz7mp",True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
258,1222254514281025537,1222202646259552256,"This week's GMD newsletter!
👉https://t.co/VgmMkkv6D4

feat:
@achambertloir
@XenaProject
@HigherGeometer
@BarbaraFantechi
#DisruptJMM+#DisruptMath+#DisruptMaths
@pwr2dppl
@amermathsoc #BHM 2018, 2019, 2020
@lpachter
@samjshah2
@AlexandraBerke 🎨🖌

[#MTBoS+#iTeachMath]

春节快乐! https://t.co/VULvw8nbyi",True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
259,1221265696514105345,1221168641586028544,"@vanessaarceliaa Contrasting experience: I talked to someone who isn’t online much, saw 2 talks include #disruptJMM messages in meaningful ways, and was really moved by both.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
260,1221240624785035265,1221168641586028544,"@vanessaarceliaa Reaching less than every attendee of JMM doesn't mean that #disruptJMM didn't have an impact.

We can all still #DisruptMath now and in the future. Now your friend knows because you told her, right?",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
261,1221238329565425664,1221168641586028544,"@vanessaarceliaa Since one of the points of #disruptJMM was that many times conversations about justice, diversity and inclusion are relegated to panels and not main stages, it's not surprising that someone could have missed people talking about it.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
262,1221171031706042368,1221168641586028544,"@vanessaarceliaa #disruptJMM organically appeared during conference presentations of those that responded to @pwr2dppl 's call last year, and spread by word of mouth, but it wasn't a fully orchestrated event by the societies. In-person was by chance, but I hope to see it grow even more next year.",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
264,1220547434075557888,1220449555499704337,"@pwr2dppl We all got emailed a survey, and there's a fill-in-the-blank question ""What was your favorite part of JMM?"" and I wrote #DisruptJMM",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
266,1220011239968915457,1220010603479097346,@JointMath @mayli @duanecoop @priyam886 @HaydeeLindo @ErikaTCamacho From her (curated😂) 1st JMM experience @mayli said math seemed way ahead of other fields in the thoughtfulness of our conversations. This is certainly not widespread; but thx @LoboWithACause @pwr2dppl @WanderingPoint @mathprofcarrie +… #DisruptJMM for pushing in this direction.,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
267,1219791908249227265,1219444760940830720,@RG1gal Our community really stepped up. I was really proud. And our next generation. They just blew me away. #disruptJMM #DisruptMath,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
272,1219444760940830720,1217903865028198400,Thanks for sharing!  JMM sounds like it took a turn for the better this year.  #disruptJMM  More of us in maths ed might attend in the future if the tone continues. I noticed several invited speakers and sessions I would have attended https://t.co/1PICb4fjh2 https://t.co/wc1ZOsjGao,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
273,1219385083502776320,1088567634306699266,Happy to report that these numbers are out of date - this year's winners included @FedericoArdila and Suzie Weekes. Thanks to those who nominated them and by  doing so (intentionally or not) worked to #disruptJMM. https://t.co/M4S6g1rS7r,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
274,1219325753667596289,1219315087741194241,Well put. #DisruptJMM #DisruptMath https://t.co/ikQWAZ2ArR,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
275,1219292249923760130,1219246364393136128,"@KristinePelatt Best part is you can participate in #disruptJMM and #disruptMath without being there, but we look forward to your participation at a math meeting near you. :)",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277,1219246364393136128,1218539796592644097,"Reading all of the #disruptjmm posts, I’m kind of bummed I didn’t go to JMM this year. https://t.co/zQUgO222BW",False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
278,1218997859791646724,1218997852547973120,This paragraph is a good accompaniment to  @WanderingPoint’s #DisruptJMM #DisruptMath intro this week. https://t.co/GicTo5GLhe,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
279,1218978581902176256,1218539796592644097,We should ALL volunteer to help carry this burden.  Thanks for your courage. #DisruptJMM #DisruptMath https://t.co/gDQlBaOZad,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
280,1218973173137526788,1218666091032936448,#disruptJMM #disruptmath https://t.co/r3Kt0NKFT0,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
281,1218967467659186176,1218887451898347521,@mathprofcarrie @VictorPiercey1 @sbagley @thewordninja_bk Absolutely! #DisruptJMM !,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
282,1218967282686287873,1218887451898347521,"@maryepilgrim @VictorPiercey1 @sbagley @thewordninja_bk I mean, you definitely should #DisruptJMM. Everywhere :) 
But now I wished I'd put in an paper, lol.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
286,1218783004560187393,1162446958113513472,"Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https://t.co/wvGktBHnDU

Hoping the mathematical `Disruption` cuts across pre-K to 12 as well as post-secondary and other mathematical spaces.

[#MTBoS + #iTeachMath] https://t.co/Z1dFQq8KgK",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
287,1218767532695478273,1218393563215433728,"@pwr2dppl @BikeMath @thewordninja_bk We've got friends everywhere, right? #DisruptJMM #DisruptMath https://t.co/FDqmrtLv1w",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
288,1218766319182602241,1218393563215433728,"@BikeMath @pwr2dppl @thewordninja_bk I've heard rumors that JMM might mean January math meetings, so we can still use #disruptJMM - but I could just be spreading unfounded rumors. I suggest we move to #DisruptMath and just take this everywhere. At the very least I'm planning on Mathfest.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
289,1218764478789095426,1216426628047392769,"@alexyarosh Everyone on the hashtag was kind of here with us at this meeting, even if you weren't physically here - thank you all! #DisruptJMM",False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
290,1218761383770279936,1218571515496562693,#DisruptJMM https://t.co/QL3VUOABZL,True,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
293,1218677130592247809,1218667344928571392,@mathprofcarrie Thank *you* for opening up so many amazing conversations here #DisruptJMM #JMM2020,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
296,1218658685628665856,1218633799363452936,"So far we've had spatial analysis, #IBLmath teaching, ODEs, PDEs, and probability represented among the dimensions of mathematics explored as a result of motherhood. #mathmamas My talk is at 3:30 on duoethnography to explore mathematics belongingness and identity #DisruptJMM",False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
297,1218653416517521411,1218539796592644097,"This brave important statement by @DrWanderingPoint brings some focus of #DisruptJMM on sexual harassment. Mathematics colleagues, if you haven’t read https://t.co/Cem3jPRnhw, please do. https://t.co/lugovZvXQa",True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
299,1217856314157629442,1217856052579971073,"RT @mathprofcarrie: ""If you think that your right to speech is more important than another human's worth and dignity, then you might want t…",True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
300,1217856273783214080,1217850650438049797,RT @xl772: I’m about to #DisruptJMM in a very small way at the beginning of my talk and I’m so nervous. I’m mildly nauseous and sweating...…,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
301,1217856214811451393,1217856052579971073,"RT @mathprofcarrie: ""If you think that your right to speech is more important than another human's worth and dignity, then you might want t…",True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
302,1217855992559325184,1217850650438049797,RT @xl772: I’m about to #DisruptJMM in a very small way at the beginning of my talk and I’m so nervous. I’m mildly nauseous and sweating...…,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
303,1217855716842586113,1217855474479046656,RT @pwr2dppl: I ran at elevation to make it to @xl772's #DisruptJMM moment in her talk and it was well worth it but now I'm dead.,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
304,1217851928299831296,1217850650438049797,RT @xl772: I’m about to #DisruptJMM in a very small way at the beginning of my talk and I’m so nervous. I’m mildly nauseous and sweating...…,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
305,1217850152762789888,1217757336254799878,RT @qsideinstitute: Anyone at @JointMath working to #DisruptJMM: Become a FREE member of the Institute for the Quantitative Study of Inclus…,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
306,1217846316669243398,1217757336254799878,RT @qsideinstitute: Anyone at @JointMath working to #DisruptJMM: Become a FREE member of the Institute for the Quantitative Study of Inclus…,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
307,1217842646602829824,1217768959518240768,"RT @mathprofcarrie: My Calling Bull (with R) talk will be TODAY (Thursday), 6:00 p.m.-6:50 p.m at the SIGMAA on Quantitative Literacy (SIGM…",False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
308,1217840602953416705,1217833040866631681,"RT @WanderingPoint: Emerald Stacy starts with a land acknowledgment and the fact that 8 out of 11,270 math &amp; stats PhD’s were awarded to pe…",True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
309,1217835831781679104,1217757336254799878,RT @qsideinstitute: Anyone at @JointMath working to #DisruptJMM: Become a FREE member of the Institute for the Quantitative Study of Inclus…,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
310,1217829966345207808,1217681818268459009,"RT @frontLahn: If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM…",True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
311,1217810394384871426,1217492198545031169,RT @MarissaKawehi: Very happy for folks like @mathyadriana @monsoon0 @thewordninja_bk @pwr2dppl @fra_berni and others for live tweeting @Lo…,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
312,1217801399725182976,1217483071051747328,RT @mathprofcarrie: Higher education and indigenous communities has always been about exploitation. #disruptJMM #JMM2020 https://t.co/WzZEy…,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
313,1217794087551717378,1217183019607289856,"RT @pwr2dppl: In honor of #DiversityandInclusion
I hope you will consider how you might #DisruptJMM 

Challenge for #JMM2020 https://t.co/5…",True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
314,1217794056698433536,1217479256894210048,"RT @mathyadriana: So, why do we care about diversity and inclusion? @LoboWithACause invites us to answer these questions. #JMM2020 #disrupt…",True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
315,1217794023462785030,1217224779750490113,RT @LoboWithACause: #AwkwardBoardingSelfie On my way to #JMM2020 and sharing a flight with Coach Paul Weir and the rest of the @UNMLoboMBB…,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
316,1217793994123550720,1217417236836544512,"RT @pwr2dppl: Why #DisruptJMM ? Because this. We don't just need to show the 🦈🦈🦈 we disagree, we gotta show the 🐟🐠🐡 that they belong and ar…",True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
317,1217793969503064064,1217681818268459009,"RT @frontLahn: If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM",True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
318,1217793938263855104,1217492198545031169,RT @MarissaKawehi: Very happy for folks like @mathyadriana @monsoon0 @thewordninja_bk @pwr2dppl @fra_berni and others for live tweeting @Lo…,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
319,1217793871654137856,1217476295308779521,RT @thewordninja_bk: @pwr2dppl first citation of @JointMath in @LoboWithACause’s invited presentation. #DisruptJMM for moving diversity -&gt;…,True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
320,1217793814301171712,1217483071051747328,RT @mathprofcarrie: Higher education and indigenous communities has always been about exploitation. #disruptJMM #JMM2020 https://t.co/WzZEy…,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
321,1217793768453177344,1217475894866063362,RT @mathprofcarrie: Opening slide for @LoboWithACause talk at #JMM2020 #disruptJMM https://t.co/Es3oySfstA,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
322,1217793694897770496,1217496159075414017,RT @monsoon0: I didn’t expect to be facing my own sense of not-belonging so quickly and so deeply in this #DisruptJMM session... @JointMath,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
323,1217793677508186112,1217480284062404608,"RT @HthrLynnJ: A challenge from @LoboWithACause to consider “why” diversity and inclusion.
Reference to a blog post from @DingleTeach 
#dis…",True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
324,1217793674924310528,1217495234164203521,"RT @elizabethmunch: Here we come, @JointMath! #awkwardboardingselfie #disruptJMM https://t.co/3rNmRs0M8S",False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
325,1217793655169257473,1217757336254799878,RT @qsideinstitute: Anyone at @JointMath working to #DisruptJMM: Become a FREE member of the Institute for the Quantitative Study of Inclus…,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
326,1217793640791265280,1217496966265032705,RT @RachelleDeCoste: Thank you for organizing this. There were so many important points made and I have many things to think about. #disrup…,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
327,1217793611645038597,1217484253560233986,RT @mathprofcarrie: #DisruptJMM @LoboWithACause explores what it's like when your mathematics job opportunities are with institutions/compa…,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
328,1217793529449238528,1217480169092534273,RT @fra_berni: Dr Tsinnajinnie (@LoboWithACause) begins quoting @pwr2dppl’s tweet and blog post inviting attendees to #DisruptJMM. Follow t…,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
329,1217793494829477891,1217206472922320896,RT @mathprofcarrie: @MarissaKawehi Solidarity - I'm trying to amplify the #disruptJMM so that we can identify spaces of support to disrupt…,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
330,1217793482095497217,1217479666279362571,"RT @mathprofcarrie: #disruptJMM Why do we engage in equity, inclusion, and diversity initiatives? Who really benefits?",False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
331,1217793431163916291,1217205953726238722,RT @mathprofcarrie: @mathyadriana Hey - old threads are fun to dig up sometimes - you gonna start your #disruptJMM talk this way @thewordni…,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
332,1217793392161239040,1217487967738105856,"RT @pwr2dppl: Yo, @LoboWithACause is delivering 🔥 and 🗡️ but in a voice that sounds like 🕊️ #JMM2020 #DisruptJMM",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
333,1217793350637629441,1217487538660630531,"RT @HthrLynnJ: Challenge revisited, @LoboWithACause highlights the metaphor and encourages us to reflect on its implications:
“Welcome indi…",True,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
334,1217793331448688641,1217647255571689473,RT @RachelleDeCoste: @LoboWithACause Thank you for sharing this this morning. I was definitely challenged to think about what inclusion mea…,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
335,1217786281918377985,1217681818268459009,"RT @frontLahn: If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM",True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
336,1217778076115001344,1217183019607289856,"RT @pwr2dppl: In honor of #DiversityandInclusion
I hope you will consider how you might #DisruptJMM 

Challenge for #JMM2020 https://t.co/5…",True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
337,1217775026331701248,1217192879317233666,"RT @mathprofcarrie: okay, BS slides done. I think. I counted at least 5 #disruptJMM Thursday!!!!!!",False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
338,1217774778964226048,1217495234164203521,"RT @elizabethmunch: Here we come, @JointMath! #awkwardboardingselfie #disruptJMM https://t.co/3rNmRs0M8S",False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
339,1217771817697468416,1217768959518240768,"RT @mathprofcarrie: My Calling Bull (with R) talk will be TODAY (Thursday), 6:00 p.m.-6:50 p.m at the SIGMAA on Quantitative Literacy (SIGM…",False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
340,1217771357087334400,1217768959518240768,"RT @mathprofcarrie: My Calling Bull (with R) talk will be TODAY (Thursday), 6:00 p.m.-6:50 p.m at the SIGMAA on Quantitative Literacy (SIGM…",False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
