,tweet_id,sourcetweet_id,text,Self-organization,Building community,Broadening the counterpublic,Creating change in math,SJEDI,bipoc,gender,lgbtq,talk support,amplification,influencers,representation,thankful,emotional support,BC impact,SO impact,hashtags,indigenous,advocacy,CC impact,SJEDI impact,belonging,learning,virtual participation,power,math practice,strategic planning,conversation,humanize,allyship in math,math experience,jmm experience,futures,disrupteverything,economic,activation,current events,celebration,troll,beyond,Pre JMM 2020,JMM 2020,Inter JMM,JMM 2021,Post JMMs
541,1218374714399305729,1218286452099907585,"RT @monsoon0: What do you do when the speaker after you mentions references about objects you’ve worked on all your career, and pointedly f…",False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
542,1218373763936354304,1218373480447709184,"RT @evainfeld: Wish we did #DisruptJMM before I quit. Maybe I would still be in academia.

You're amazing, people. 💪✊",False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
543,1218373442849865734,1218193950000979968,RT @sbagley: Hey so @kenandoesmath gave maybe the most concrete and meaningful #DisruptJMM discussion I've seen in any general session so f…,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
544,1218369601798639616,1218354286125600768,RT @drbellatobin: My PhD advisor took 1/4 of her time acknowledging native lands and discussing sexual harassment in mathematics. It was ev…,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
545,1218369582030884865,1218213610150756355,"RT @LoboWithACause: #DisruptJMM We mathematicians have a responsibility to serve our communities, particularly those marginalized and under…",True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
546,1218365635865931776,1218036229649981440,"RT @siwelwerd: Some unsolicited advice for my math friends:

Step 1: Click on #disruptJMM hashtag
Step 2: Follow everyone tweeting with tha…",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
547,1218365541825445889,1218354286125600768,RT @drbellatobin: My PhD advisor took 1/4 of her time acknowledging native lands and discussing sexual harassment in mathematics. It was ev…,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
548,1218363818981629958,1218354286125600768,RT @drbellatobin: My PhD advisor took 1/4 of her time acknowledging native lands and discussing sexual harassment in mathematics. It was ev…,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
549,1218360899573968897,1218354286125600768,RT @drbellatobin: My PhD advisor took 1/4 of her time acknowledging native lands and discussing sexual harassment in mathematics. It was ev…,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
550,1218360270378061824,1218162558990815232,"RT @ClaudioJacobo: For my new followers:

I developed a class last summer called Fractals, Algorithms, and Us. I wanted to build an inclusi…",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
551,1218359642926927872,1218286452099907585,"RT @monsoon0: What do you do when the speaker after you mentions references about objects you’ve worked on all your career, and pointedly f…",False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
552,1218355726478868480,1218178289916735488,"RT @sbagley: I'd just like to mention that, in an extremely rare turn of events, I've located a space where there actually need to be way m…",False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
553,1218340351557001217,1218340086951092229,RT @mathprofcarrie: Haimo award presentation cites bell hooks #DisruptJMM https://t.co/8qkUBWuzo6,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
554,1218339707848941568,1218331643120775168,RT @pwr2dppl: #DisruptJMM statement ❤️❤️❤️ https://t.co/mBMvOh5Jil,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
555,1218339115646750720,1218178289916735488,"RT @sbagley: I'd just like to mention that, in an extremely rare turn of events, I've located a space where there actually need to be way m…",False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
556,1218324402745425921,1218036229649981440,"RT @siwelwerd: Some unsolicited advice for my math friends:

Step 1: Click on #disruptJMM hashtag
Step 2: Follow everyone tweeting with tha…",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
557,1218314099425067008,1218232080095641601,RT @drbellatobin: Patrick Ingram started his (amazing) talk by asking the audience to go to https://t.co/thGCZ42BRh to see who’s land we li…,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
558,1218313715981914112,1218202092365602819,RT @JohannaF_math: Asking in the Q&amp;A whether a data science program under discussion requires an ethics course... #DisruptJMM,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
559,1218313656527515648,1218230041236033537,RT @VictorPiercey1: @ArisWinger has provided what will probably be the most important #JMM2020 takeaway. #DisruptJMM #SocialJustice @maanow…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
560,1218313612126838787,1218036229649981440,"RT @siwelwerd: Some unsolicited advice for my math friends:

Step 1: Click on #disruptJMM hashtag
Step 2: Follow everyone tweeting with tha…",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
561,1218311597044559872,1218230041236033537,RT @VictorPiercey1: @ArisWinger has provided what will probably be the most important #JMM2020 takeaway. #DisruptJMM #SocialJustice @maanow…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
562,1218309741266399232,1218230041236033537,RT @VictorPiercey1: @ArisWinger has provided what will probably be the most important #JMM2020 takeaway. #DisruptJMM #SocialJustice @maanow…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
563,1218309318639906816,1217988452274274305,"RT @ClaudioJacobo: “The hard stuff isn’t teaching R.”

Justice takes work, from facing the political history of mathematics to making inten…",True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
564,1218309271068131330,1217988532775587840,"RT @blkmathmagic: The SECOND #DisruptJMM slide from @mathprofcarrie
: Math is not neutral

The more there are, the more comfortable I feel…",True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
565,1218309188507459585,1218036229649981440,"RT @siwelwerd: Some unsolicited advice for my math friends:

Step 1: Click on #disruptJMM hashtag
Step 2: Follow everyone tweeting with tha…",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
566,1218306384296464384,1218036229649981440,"RT @siwelwerd: Some unsolicited advice for my math friends:

Step 1: Click on #disruptJMM hashtag
Step 2: Follow everyone tweeting with tha…",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
567,1218306199428440065,1217681818268459009,"RT @frontLahn: If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM",True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
568,1218305826634387456,1217988452274274305,"RT @ClaudioJacobo: “The hard stuff isn’t teaching R.”

Justice takes work, from facing the political history of mathematics to making inten…",True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
569,1218305591837327361,1218230041236033537,RT @VictorPiercey1: @ArisWinger has provided what will probably be the most important #JMM2020 takeaway. #DisruptJMM #SocialJustice @maanow…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
570,1218300060057972736,1218286452099907585,"RT @monsoon0: What do you do when the speaker after you mentions references about objects you’ve worked on all your career, and pointedly f…",False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
571,1218299808244543489,1218286452099907585,"RT @monsoon0: What do you do when the speaker after you mentions references about objects you’ve worked on all your career, and pointedly f…",False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
572,1218299516245417994,1218242429653880832,"RT @pwr2dppl: At #JMM2020 people think I'm wearing a math shirt

#kukiaimauna 
#DisruptJMM 
#HawaiianMath https://t.co/zXLWtpdyVl",False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
573,1218299436448780288,1218232080095641601,RT @drbellatobin: Patrick Ingram started his (amazing) talk by asking the audience to go to https://t.co/thGCZ42BRh to see who’s land we li…,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
574,1218299377095233537,1218230041236033537,RT @VictorPiercey1: @ArisWinger has provided what will probably be the most important #JMM2020 takeaway. #DisruptJMM #SocialJustice @maanow…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
575,1218299188791988224,1218230294588862464,"RT @sbagley: .@nancyekress suggests that taking a different approach to mathematical epistemology, and thus broadening your perception of w…",True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
576,1218296726655848450,1218258376544735232,RT @monsoon0: So I hope my acknowledgment is appropriate #DisruptJMM #JMM2020 https://t.co/HX05YUahvw,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
577,1218290261756915713,1218229731423916032,"RT @sbagley: Mathematics is currently the province of a particular cultural group. Therefore, it not only *reflects* the hegemony of that g…",True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
578,1218290082727198720,1218246157136203776,"RT @BresockCalculus: My day:

-Teach calculus for 50 minutes
-Spend the next 10 mins following everyone with #DisruptJMM tweets

Repeat x4",False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
579,1218290017161949184,1218258376544735232,RT @monsoon0: So I hope my acknowledgment is appropriate #DisruptJMM #JMM2020 https://t.co/HX05YUahvw,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
580,1218289961629356037,1218285695527202821,RT @sbagley: The poster in question. Notes that the drugs are expensive; what can we do about that? @amermathsoc @JointMath #DisruptJMM #JM…,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
581,1218287371302600712,1218286452099907585,"RT @monsoon0: What do you do when the speaker after you mentions references about objects you’ve worked on all your career, and pointedly f…",False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
582,1218285000929370113,1217878475400515586,"RT @WanderingPoint: #JMM2020 #DisruptJMM 
Adriana Salerno @mathyadriana starts her talk by encouraging people to help diversify the pool of…",True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
583,1218284387751645185,1218231689706500096,"RT @sbagley: Note to me: look for @nancyekress's work in the MTEP proceedings. https://t.co/9FH6LqtP7K
#DisruptJMM #JMM2020 @JointMath",False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
584,1218283367378104321,1218230041236033537,RT @VictorPiercey1: @ArisWinger has provided what will probably be the most important #JMM2020 takeaway. #DisruptJMM #SocialJustice @maanow…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
585,1218280121066565633,1218258376544735232,RT @monsoon0: So I hope my acknowledgment is appropriate #DisruptJMM #JMM2020 https://t.co/HX05YUahvw,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
586,1218272794955390976,1218162558990815232,"RT @ClaudioJacobo: For my new followers:

I developed a class last summer called Fractals, Algorithms, and Us. I wanted to build an inclusi…",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
587,1218271206228447232,1217960753606598661,RT @darrenglass: Melody Chan uses her brief time at the podium accepting her award to #DisruptJMM and make the point that it is hard to be…,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
588,1218271156450492416,1218185788203995136,RT @VictorPiercey1: Details: This will be at Leela Cafe from 4:30 to 5:30! Can't wait for this! #SIGMAAJEDI #DisruptJMM,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
589,1218270987789225987,1218193441601019904,RT @VictorPiercey1: Citing @mathbabedotorg among others @kenandoesmath reminds us that #MathIsNotNeutral. #JMM2020 @JointMath @maanow @amer…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
590,1218270316142702592,1218193950000979968,RT @sbagley: Hey so @kenandoesmath gave maybe the most concrete and meaningful #DisruptJMM discussion I've seen in any general session so f…,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
591,1218270182877036546,1218213610150756355,"RT @LoboWithACause: #DisruptJMM We mathematicians have a responsibility to serve our communities, particularly those marginalized and under…",True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
592,1218270022419845121,1218162558990815232,"RT @ClaudioJacobo: For my new followers:

I developed a class last summer called Fractals, Algorithms, and Us. I wanted to build an inclusi…",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
593,1218269828655566853,1218230041236033537,RT @VictorPiercey1: @ArisWinger has provided what will probably be the most important #JMM2020 takeaway. #DisruptJMM #SocialJustice @maanow…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
594,1218269444591497217,1218231121873264640,RT @katebelin: @ArisWinger really appreciated your talk about the importance of alternate/multiple representations and how small changes ca…,True,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
595,1218269411703808000,1218225126333796352,RT @WanderingPoint: Patrick Ingram starts his talk at #JMM2020 with an explanation of land acknowledgments and sends people to https://t.co…,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
596,1218269243537608705,1218229731423916032,"RT @sbagley: Mathematics is currently the province of a particular cultural group. Therefore, it not only *reflects* the hegemony of that g…",True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
597,1218269200285872128,1218228786514354178,"RT @sbagley: Figured out @nancyekress's Twitter handle, belatedly. This feels like a really important theoretical contribution. #DisruptJMM…",False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
598,1218268215127638022,1218217915985670145,"RT @sbagley: Aaron Wangberg asking an important question: Who is actually doing the mathematics, and thus getting opportunities to see the…",True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
599,1218263008935235586,1218178289916735488,"RT @sbagley: I'd just like to mention that, in an extremely rare turn of events, I've located a space where there actually need to be way m…",False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
600,1218262971601674240,1218000495530237952,RT @VictorPiercey1: Hey #DisruptJMM peeps! Tomorrow around 4:30 or 5 a group will be meeting to talk about a possible #SIGMAAJEDI (put toge…,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
601,1218259039198621697,1218192065311453185,RT @VictorPiercey1: #DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
602,1218258959934599170,1218258376544735232,RT @monsoon0: So I hope my acknowledgment is appropriate #DisruptJMM #JMM2020 https://t.co/HX05YUahvw,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
603,1218255747621867520,1217833040866631681,"RT @WanderingPoint: Emerald Stacy starts with a land acknowledgment and the fact that 8 out of 11,270 math &amp; stats PhD’s were awarded to pe…",True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
604,1218249045023645697,1218242429653880832,"RT @pwr2dppl: At #JMM2020 people think I'm wearing a math shirt

#kukiaimauna 
#DisruptJMM 
#HawaiianMath https://t.co/zXLWtpdyVl",False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
605,1218248182901047297,1218242429653880832,"RT @pwr2dppl: At #JMM2020 people think I'm wearing a math shirt

#kukiaimauna 
#DisruptJMM 
#HawaiianMath https://t.co/zXLWtpdyVl",False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
606,1218247785738313735,1218192065311453185,RT @VictorPiercey1: #DisruptJMM from @kenandoesmath quoting @pwr2dppl. #JMM2020 https://t.co/Xq63xoIJd7,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
607,1218245826973069312,1218242429653880832,"RT @pwr2dppl: At #JMM2020 people think I'm wearing a math shirt

#kukiaimauna 
#DisruptJMM 
#HawaiianMath https://t.co/zXLWtpdyVl",False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
608,1218244497458393089,1218242429653880832,"RT @pwr2dppl: At #JMM2020 people think I'm wearing a math shirt

#kukiaimauna 
#DisruptJMM 
#HawaiianMath https://t.co/zXLWtpdyVl",False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
609,1218241470509002753,1218217915985670145,"RT @sbagley: Aaron Wangberg asking an important question: Who is actually doing the mathematics, and thus getting opportunities to see the…",True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
610,1218239258617679872,1218105527269392384,"RT @LoboWithACause: ""Tweet is unavailable"" 
I'm seeing a potential trend for #DisruptJMM . We have receipts in this thread and with the exp…",False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
611,1218235329636782080,1218231689706500096,"RT @sbagley: Note to me: look for @nancyekress's work in the MTEP proceedings. https://t.co/9FH6LqtP7K
#DisruptJMM #JMM2020 @JointMath",False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
612,1218234869630873600,1218225126333796352,RT @WanderingPoint: Patrick Ingram starts his talk at #JMM2020 with an explanation of land acknowledgments and sends people to https://t.co…,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
613,1218232925696618496,1218230041236033537,RT @VictorPiercey1: @ArisWinger has provided what will probably be the most important #JMM2020 takeaway. #DisruptJMM #SocialJustice @maanow…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
614,1218230505075892224,1218230041236033537,RT @VictorPiercey1: @ArisWinger has provided what will probably be the most important #JMM2020 takeaway. #DisruptJMM #SocialJustice @maanow…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
615,1218229402690940928,1218225126333796352,RT @WanderingPoint: Patrick Ingram starts his talk at #JMM2020 with an explanation of land acknowledgments and sends people to https://t.co…,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
616,1218229390968082432,1218228786514354178,"RT @sbagley: Figured out @nancyekress's Twitter handle, belatedly. This feels like a really important theoretical contribution. #DisruptJMM…",False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
617,1218228518175133696,1218227680291827714,RT @sbagley: A feminist epistemology of mathematics challenges the absolutism that characterizes how we think about truth in mathematics. T…,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
618,1218228432472956928,1218227018531332096,RT @sbagley: Well this is going to be a great talk. #DisruptJMM @JointMath #JMM2020 https://t.co/ATiiuc3VoG,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
619,1218225416130813952,1218225126333796352,RT @WanderingPoint: Patrick Ingram starts his talk at #JMM2020 with an explanation of land acknowledgments and sends people to https://t.co…,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
620,1218222280477536256,1218193950000979968,RT @sbagley: Hey so @kenandoesmath gave maybe the most concrete and meaningful #DisruptJMM discussion I've seen in any general session so f…,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
621,1218221586957787136,1218193441601019904,RT @VictorPiercey1: Citing @mathbabedotorg among others @kenandoesmath reminds us that #MathIsNotNeutral. #JMM2020 @JointMath @maanow @amer…,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
622,1218221520322826240,1218217915985670145,"RT @sbagley: Aaron Wangberg asking an important question: Who is actually doing the mathematics, and thus getting opportunities to see the…",True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
